Group,Crop Name,Variety Name,Pack Shots,English,Marathi,Hindi,Remark
Field Crop,Gram,Gold-75,,"Salient Features of Bengal Gram Gold-75
• Duration of the Crop : Rainfed : 80 to 85 days, Irrigated- 100 to 105 days
• Seed colour & size : Yellowish, Medium Size
• Seed type : Deshi 
• Plant height & type : Medium and busy erect
• Number of seeds/pod: 1-2 
• Tolerance to pest & disease: Tolerant to wilt","हरभरा गोल्ड- ७५ वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी : कोरडवाहु : ८० ते ८५ दिवस, बागायत - १०० ते १०५ दिवस
 • दाण्याचा रंग व आकार : पिवळसर, मध्यम आकार 
 • दाण्याचा प्रकार : देशी
 • झाडाची उंची व प्रकार : मध्यम व पसरट सरळ वाढणारा
 • घाट्यातील दाण्याची संख्या : १ ते २","चना गोल्ड-७५ किस्म की प्रमुख विशेषताएँ
 • फसल की अवधी : असिंचित : ८० से ८५ दिन, सिंचित - १०० से १०५ दिन
 • दानों का रंग व आकार : पिले रंग के दाने और मध्यम आकार 
 • दानों का प्रकार : देशी
 • पौधे की उंचाई व प्रकार : मध्यम व फैलने वाला, सीधा बढ़नेवाला
 • घेटे की दानों की संख्या : १ से २",
Field Crop,Jower,"Jower Gold-55 
 (Champion)",,"• Salient Features of Research Jower Gold-55 (Champion)
• Duration of the Crop : 125 to 130 day 
• Plant height: 180 to 240 cm
• Leaf color : Dark green leaves Earhead type: Semi compact
• Earhead length : 20 to 25cm
• Grain size & colour : Pearly white, Bold round seeds
• Special Features:
Tolerance to smut & water Stress Condition, Tall growing variety, grains are
pearly white & bold.","संशोधित ज्वारी गोल्ड-५५ वाणाची प्रमुख वैशिष्टे
 • पिकाची कालावधी : १२५ ते १३० दिवस
 • झाडाची उंची : १८० ते २४० सें.मी.
 • पानाचा रंग : गडद हिरवा
 • कणसाची प्रकार : मध्यम व घट्ट
 • कणसाची लांबी : २० ते २५ सें.मी.
 • दाण्याचा आकार व रंग : दाणा टपोरा व मोत्यासारखा
 • खास वैशिष्टे : काणी रोगाला व पाण्याचा ताणास सहनशील, उंच वाढणारी, मोत्यासारखा टपोरा दाणा","ज्वार गोल्ड-५५ (चॅम्पीयन) किस्म की प्रमुख विशेषताएँ
 • फसल की अवधि : १२५ से १३० दिन
 • पतों का रंग : गहरा हरा
 • भुट्टे की लंम्बाई : २० से २५ सें.मी.
 • पौधे की ऊँचाई : १८० से २४० सें.मी.
 • भुट्टों का आकार : मध्यम व ठोस
 • दानों का रंग व आकार : दुधिया सफेद एवं गोल मोटे दाने
 प्रमुख विशेषताएँ : गेरूआ रोग एवं पानी की कमी के प्रति सहनशील, ऊची बढ़ने",
Field Crop,Jower,"Jower Gold-25
 (Sheetal)",,"Salient Features of Research Jower Gold-25 (Sheetal)
• Duration of the Crop: 125 to 130 day 
• Plant height: 180 to 240 cm
• Leaf color : Dark green leaves 
• Earhead type : Semi compact
• Earhead length : 20 to 25cm
• Grain size & colour : Pearly white, Bold round seeds
• Special Features :
Tolerance to smut & water Stress Condition, Tall growing variety, grains are
pearly white & bold.","संशोधित ज्वारी गोल्ड-२५ वाणाची प्रमुख वैशिष्टे
 • पिकाची कालावधी : १२५ ते १३० दिवस 
 • झाडाची उंची : १८० ते २४० सें.मी.
 • पानाचा रंग : गडद हिरवा
 • कणसाची लांबी : २० ते २५ सें.मी.
 • कणसाची प्रकार : मध्यम व घट्ट
 • दाण्याचा आकार व रंग : दाणा टपोरा व मोत्यासारखा
 खास वैशिष्टे : काणी रोगाला व पाण्याचा ताणास सहनशील, उंच वाढणारी, मोत्यासारखा टपोरा दाणा","ज्वार गोल्ड-२५ (शितल) किस्म की प्रमुख विशेषताएँ
 • फसल की अवधि : १२५ से १३० दिन
 • पौधे की ऊँचाई : १८० से २४० सें.मी.
 • पतों का रंग : गहरा हरा
 • भुट्टों का आकार : मध्यम व ठोस
 • भुट्टे की लंम्बाई : २० से २५ सें.मी.
 • दानों का रंग व आकार : दुधिया सफेद एवं गोल मोटे दाने
 प्रमुख विशेषताएँ : गेरूआ रोग एवं पानी की कमी के प्रति सहनशील, ऊची बढ़ने",
Field Crop,Jower,Jowar Gold-45,,"• Salient Features of Research Jowar Gold-45
• Duration of the Crop: 110 to 120 day 
• Plant height: 150 to 160 cm
• Leaf color : Dark green leaves 
• Earhead type : Semi compact
• Earhead length : 25 to 30cm
• Grain size & colour : Pearly white, Bold round seeds
Special Features 
Tolerance to smut & water Stress Condition, Semi-tallgrowing variety,
grains are pearly white & bold.","संशोधित ज्वारी गोल्ड-४५ वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी : ११० ते १२० दिवस
 • झाडाची उंची : १५० ते १६० सें.मी.
 • पानाचा रंग : गडद हिरवा
 • कणसाची प्रकार : मध्यम व घट्ट
 • कणसाची लांबी : २५ ते ३० सें.मी.
 • दाण्याचा आकार व रंग : मोत्यासारखा टपोरा दाणा
 खास वैशिष्टे : काणी रोगाला व पाण्याचा ताणास सहनशील, अर्ध - उंच वाढणारी, मोत्यासारखा टपोरा दाणा","ज्वार गोल्ड-४५ किस्म की प्रमुख विशेषताएँ
 • फसल की अवधि : ११० से १२० दिन
 • पतों का रंग : गहरा हरा
 • भुट्टे की लंम्बाई : २० से २५ सें.मी.
 • पौधे की ऊँचाई : १५० से १६० सें.मी.
 • भुट्टों का आकार : मध्यम व ठोस
 • दानों का रंग व आकार : मोती जैसे सफेद एवं गोल मोटे दाने
 प्रमुख विशेषताएँ : गेरूआ रोग एवं पानी की कमी के प्रति सहनशील, अद्ध-लंबा ऊची बढ़ने वाली, मोतीजैसे दाने व मोटा भुट्टा",
Field Crop,Maize,"HY. Maize Gold-1152
 UNIVERSAL",,"Salient Features of Hy. Maize Gold-1152 (UNIVERSAL)
• Duration of the Crop Rabi : 125 to 130 days
• Duration of the Crop Kharif : 120 to 125 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११५२ (युनिव्हर्सल) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १२५ ते १३० दिवस
 • पिकाचा कालावधी खरीफ : १२० ते १२५ दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११५२ (युनिव्हर्सल) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : १२५ ते १३० दिन 
 • फसल की अवधि खरीफ : १२० से १२५
 • पौधे की ऊँचाई : ६ से ७ फुट
 • विशेषताएँ
  आकर्षक  मोटा  व  नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ  का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,Hy. Maize Gold-1143TUSKER,,"  Salient Features of Hy. Maize Gold-1143 (TUSKER)
• Duration of the Crop Rabi : 120 to 125 days 
• Duration of the Crop Kharif : 115 to 120 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११४३ (टस्कर) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १२० ते १२५ दिवस 
 • पिकाचा कालावधी खरीफ : ११५ ते १२० दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११४३ (टस्कर) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : १२० ते १२५ दिन
 • फसल की अवधि खरीफ : ११५ ते १२० दिन
 • पौधे की ऊँचाई : ६ से ७ फुट
 विशेषताएँ
  आकर्षक मोटा  व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,"Hy. Maize Gold-1144
 (ANKUSH)",,"Salient Features of Hy. Maize Gold-1144 (ANKUSH)
• Duration of the Crop Rabi : 125 to 130 days 
• Duration of the Crop Kharif : 115 to 120 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११४४ (अंकुश) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १२५ ते १३० दिवस 
 • पिकाचा कालावधी खरीफ : ११५ ते १२० दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११४४ (अंकुश) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : १२५ ते १३० दिन 
 • फसल की अवधि खरीफ : ११५ ते १२० दिन
 • पौधे की ऊँचाई : ६ से ७ फुट
 विशेषताएँ
  आकर्षक मोटा  व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,"Hy. Maize Gold-1121
 (PANTHER)",,"Salient Features of Hy. Maize Gold-1121 (PANTHER)
• Duration of the Crop Rabi : 120 to 125 days 
• Duration of the Crop Kharif : 120 to 125 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.
","संकरीत मका गोल्ड-११२१ (पँथर) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १२० ते १२५ दिवस 
 • पिकाचा कालावधी खरीफ : १२० ते १२५ दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११२१ (पँथर) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : १२० ते १२५ दिन 
 • फसल की अवधि खरीफ : १२० ते १२५ दिन
 • पौधे की ऊँचाई : ६ से ७ फुट
 विशेषताएँ
  आकर्षक मोटा व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,Hy. Maize Gold-1166,,"Salient Features of Hy. Maize Gold-1166
• Duration of the Crop Rabi : 120 to 125 days 
• Duration of the Crop Kharif : 110 to 115 days
• Plant height: 9 to 10 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११६६ वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १२० ते १२५
 • पिकाचा कालावधी खरीफ : ११० ते ११५
 • झाडाची उंची : ९ ते १० फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११६६ किस्म की प्रमुख विशेषताएँ
 • फसल की अवधि रब्बी : १२० ते १२५ दिन 
 • फसल की अवधि खरीफ : ११० ते ११५ दिन 
 • पौधे की ऊँचाई : ९ से १० फुट
 विशेषताएँ 
  आकर्षक मोटा व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,"Hy. Maize Gold-1145
 (BHUTTA)",,"Salient Features of Hy. Maize Gold-1145 (BHUTTA)
• Duration of the Crop Rabi : 90 to 100 days
• Duration of the Crop Kharif : 85 to 90 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११४५ (भुट्टा) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : ९० ते १०० दिवस 
 • पिकाचा कालावधी खरीफ : ८५ ते ९० दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११४५ (भुट्टा) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : ९० से १०० दिन 
 • फसल की अवधि खरीफ : ८५ से ९० दिन
 • पौधे की ऊँचाई : ६ से ७ फुट
 विशेषताएँ
  आकर्षक मोटा व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
Field Crop,Maize,"Hy. Maize Gold-1154
 (BALIRAJA)",,"Salient Features of Hy. Maize Gold-1154 (BALIRAJA)
• Duration of the Crop Rabi : 105 to 110 days 
• Duration of the Crop Kharif : 100 to 105 days
• Plant height : 6 to 7 ft.
Special Features 
 Attractive bold size orange colour grains. Cobs are large, cylindrical in size and fully covered with grains • Medium size shank, Tolerance to sucking pests and diseases, recommended for Kharif and Rabi, Season • Suitable for irrigated & rainfed conditions.","संकरीत मका गोल्ड-११५४ (बळीराजा) वाणाची प्रमुख वैशिष्टे
 • पिकाचा कालावधी रब्बी : १०५ ते ११० दिवस 
 • पिकाचा कालावधी खरीफ : १०० ते १०५ दिवस
 • झाडाची उंची : ६ ते ७ फुट
 वैशिष्ट्ये 
  आकर्षक नारंगी टपोरी दाणे, मोठे कणीस व भरगच्च दाणे, बीट्टीचे आकार मध्यम, कणसाच्या शेंड्या पर्यंत दाणे, रसशोषक किड व रोगास सहनशील, खरीप व रब्बी हंगामासाठी उपयुक्त, बागायती व जिरायती लागवडीसाठी अनुकूल.","संकर मक्का गोल्ड-११५४ (बळीराजा) किस्म की प्रमख विशेषताएँ
 • फसल की अवधि रब्बी : १०५ से १०० दिन 
 • फसल की अवधि खरीफ : १०० से १०५ दिन
 • पौधे की ऊँचाई : ६ से ७ फुट
 विशेषताएँ
  आकर्षक मोटा व नारंगी रंग का दाना, बडा भुट्टा व भरपुर दाने, ठूंठ का आकार मध्यम, भुट्टे के उपर तक भरेहुए दाने, रसशोषक किट व रोग को सहनशील, खरीफ व रब्बी जलवायु के लिए उपयुक्त, सिंचित व असिंचित बुआई के लिए अनुकूल.",
